year,organization group,job,salaries,overtime,other salaries,retirement,health and dental,other benefits
2013,Human Welfare & Neighborhood Development,Senior Eligibility Worker,72115.2,0,2162.8,13525.96,12777.17,5970.25
2013,Community Health,Medical Evaluations Assistant,58864,0,250,10719.03,12801.79,4931.9
2013,General Administration & Finance,"Claims Investigator, Ca",98488.11,0,0,17934.64,12801.79,8113.46
2013,"Public Works, Transportation & Commerce",Manager I,51240.01,0,0,9074.64,5741.44,8276.25
2013,"Public Works, Transportation & Commerce",Transit Planner III,103943.39,0,0,20429.41,12942.17,8346.08
2013,Community Health,Nurse Practitioner,7788.09,0,30.24,0,616.01,605.29
2013,"Public Works, Transportation & Commerce",Water & Power Maint Sprv 1,96920.52,16102.08,3611.42,19051.78,12918.24,9376.13
2013,Human Welfare & Neighborhood Development,Sr Environmental Spec,83258.01,0,0,15161.39,12801.79,6699.26
2013,Public Protection,Deputy Court Clerk II,79101.54,0,644.07,15628.98,12839.84,6506.56
2013,General Administration & Finance,Legal Secretary 2,82433.53,0,645.7,16329.14,12872.25,6639.78
2013,Community Health,Licensed Vocational Nurse,20458.25,739.86,1681.5,0,4492.93,1771.34
2013,Community Health,Licensed Vocational Nurse,70876,1993.39,2703.4,12906.4,12801.79,6233.71
2013,"Public Works, Transportation & Commerce",Carpenter,81276.09,2549.65,2518.7,15259.03,12801.79,6728.74
2013,"Public Works, Transportation & Commerce",Engineer/Architect Principal,183585.95,0,0,32513,12801.8,10844.61
2013,Public Protection,Deputy Sheriff,91644.17,1106.38,13770.31,20640.15,12866.42,1794.66
2013,Community Health,Disease Control Investigator,59279.7,0,1080,11875.88,12870.4,4647.9
2013,General Administration & Finance,Executive Secretary 2,79742.5,0,0,15675.25,12918.25,6439.06
2013,Public Protection,Senior Deputy Sheriff,99901.84,8576.25,23287.54,24120.52,12650.87,2198.99
2013,"Public Works, Transportation & Commerce",Transit Operator,68089.63,22293.09,1857.71,18901.15,13794.77,7000.18
2013,"Public Works, Transportation & Commerce",Watershed Worker (Seasonal),4345.6,0,0,0,1378.66,336.43
2013,General Administration & Finance,Legislative Assistant,37012.95,0,0,6740.02,6080.85,3289.02
2013,Human Welfare & Neighborhood Development,Clerk,52463.14,0,0,11867.43,12918.24,4184.46
2013,Public Protection,Police Officer,116478,26190.7,16482.47,22182.5,12918.24,2652.13
2013,Community Health,Rehabilitation Counselor,72800,0,3097,13526.46,12801.79,6221.59
2013,"Public Works, Transportation & Commerce",Junior Engineer,83408,0,0,15188.66,12801.79,6943.1
2013,Public Protection,Police Officer 3,121156.01,3924.61,2748.26,23049.27,12676.02,1413.37
2013,General Administration & Finance,Community Development Spec,80703.04,0,0,15858,12918.25,6543.31
2013,Human Welfare & Neighborhood Development,Social Worker,59239.93,0,0,10787.49,12826.41,4782.08
2013,Public Protection,Firefighter,107387.51,17342.37,20507.3,23454.9,14497.13,2384.36
2013,"Public Works, Transportation & Commerce",Transit Operator,68928.65,12842.6,3858.9,19700.82,13964.75,6730.68
2013,General Administration & Finance,Senior Personnel Analyst,73202.5,0,0,13594.6,9090.62,5947.49
2013,"Public Works, Transportation & Commerce",Transit Operator,64500.28,4639.39,1159.64,16804,13447.85,5516.42
2013,Human Welfare & Neighborhood Development,Emp & Training Spec 2,59177.8,0,482.09,10864.14,9890.61,4990.55
2013,General Administration & Finance,Attorney (Civil/Criminal),172588.08,0,4389.78,31342.79,12801.79,10722.88
2013,Community Health,Manager I,132004.09,0,0,23378.01,12801.79,10847.82
2013,Community Health,Senior Clerk,50428.61,0,0,9183.07,12273.78,4235.02
2013,"Public Works, Transportation & Commerce",Public Relations Assistant,10568.2,0,0,2191.12,2535.8,615.41
2013,"Public Works, Transportation & Commerce",Chief Stationary Engineer,93701.32,1101.3,7082.29,18352.64,12379.15,8608.08
2013,Community Health,Special Nurse,22838.57,525.6,898.26,2077.16,1931.76,-0.13
2013,"Public Works, Transportation & Commerce",School Crossing Guard,8327.55,0,0,0,0,657.88
2013,Culture & Recreation,Museum Guard,17183.03,270.04,0,3129.03,3720.52,1537.57
2013,"Public Works, Transportation & Commerce","Stationary Eng, Sewage Plant",86530.02,3278.17,15701.04,19699.2,12918.25,8413.05
2013,Community Health,Special Nurse,86520.97,139.61,21965.73,0,0,1846.64
2013,Public Protection,Firefighter,116956.7,49672.24,18333.27,24786.88,15788.97,3143.34
2013,"Public Works, Transportation & Commerce",Transit Operator,64819.45,3646.41,2738.67,17292.03,13514.38,5587.92
2013,Community Health,Health Worker 3,62637.7,0,0,11406.32,12723.31,5189.18
2013,Human Welfare & Neighborhood Development,Employment & Training Spec 1,42049.63,0,0,7656.07,7631.84,3365.31
2013,Public Protection,Firefighter,112889.82,29804.64,18849.84,22521.4,15683.42,2594.4
2013,"Public Works, Transportation & Commerce",Engineering Associate 1,39645.01,0,6382.86,7214.9,5741.44,3755.21
2013,Public Protection,"Lieutenant, Fire Suppression",135902.92,19990.63,16345.51,28796.58,15788.97,2927.05
2013,"Public Works, Transportation & Commerce",IS Engineer-Journey,108601.52,0,0,20660.02,11961.34,8488.75
2013,Public Protection,Police Officer 3,115402.58,30115.76,5078.63,21880.07,12074.07,1510.77
2013,Community Health,Senior Clerk,52598.08,0,1500.57,9851.39,12801.79,4439.47
2013,Human Welfare & Neighborhood Development,Public Svc Aide-Public Works,10214.68,0,0,0,4840.67,790.82
2013,Public Protection,Food Service Worker,1083.64,0,0,0,366.2,83.9
2013,Community Health,Patient Care Assistant,497.4,46.63,0,0,143.54,42.12
2013,Community Health,Patient Care Assistant,65858,12452.24,10796.36,13161.62,12801.79,7335.3
2013,Culture & Recreation,Recreation Leader,5741.69,0,35.1,0,2036.42,447.24
2013,Community Health,Pharmacy Technician,69962.84,4432.86,8583.53,13901.69,12764.86,6755.06
2013,"Public Works, Transportation & Commerce",Electrician,95276.04,1727.25,836,18891.75,12918.35,7997.31
2013,Culture & Recreation,Recreation Leader,12473.19,0,321.3,0,4552.64,990.55
2013,"Public Works, Transportation & Commerce",Transit Manager 2,121878.01,0,1136.83,23543.46,12918.25,9512.12
2013,"Public Works, Transportation & Commerce",Custodian,55026,0,6710.77,11536.53,12918.24,4989.16
2013,Community Health,Registered Nurse,108128.01,0,8064.47,23431.96,11400.36,9508.28
2013,Community Health,Food Service Worker,45419.19,0,1955.75,9534.68,12670.44,3961.07
2013,Public Protection,Court Interpreter Supervisor,94705.32,0,0,16772.24,11178.8,11816.92
2013,Public Protection,Deputy Court Clerk II,71632.2,0,0,13044.3,12071.16,6043.88
2013,Human Welfare & Neighborhood Development,Public Svc Aide-Public Works,11213.32,0,255.58,0,5119.45,887.92
2013,Culture & Recreation,Museum Guard,59067.16,23.03,2999.22,11236.42,12789.48,5069.75
2013,General Administration & Finance,Custodian,52988.02,0,624,9762.75,12801.79,4479.61
2013,Community Health,Psychiatric Social Worker,87334,0,1415.84,16161.36,12801.79,7431.44
2013,Human Welfare & Neighborhood Development,Program Support Analyst,98202.05,0,624.02,17996.17,12801.79,8194.52
2013,"Public Works, Transportation & Commerce",IS Engineer-Principal,142082.82,0,0,25162.86,12801.78,10502.35
2013,Community Health,Registered Nurse,129064,0,250,26083.72,12801.79,10341.44
2013,General Administration & Finance,Manager III,79688,0,0,16053.05,7655.25,6268.45
2013,Public Protection,Court Staff Attorney II,130201.68,0,144,24900.48,12918.24,9786.95
2013,Public Protection,Deputy Sheriff,87905.67,41397.17,6911.54,18135.25,12647.68,2192.33
2013,"Public Works, Transportation & Commerce",Engineer,132401.58,0,4359.07,26202.19,12918.24,9821.87
2013,General Administration & Finance,Manager III,134061.04,0,0,25682.56,12918.24,9327.13
2013,Public Protection,Police Officer 3,118898.26,16511.56,19129.43,21201.99,12801.79,2501.5
2013,"Public Works, Transportation & Commerce",Airport Safety Officer,86373,16169.19,7588.49,18156.08,12918.24,9020.78
2013,Public Protection,Deputy Court Clerk III,93727.51,0,0,18388.01,12918.24,7790.56
2013,Public Protection,Management Assistant,20241.21,0,0,4315.41,4066.86,1626.48
2013,Community Health,Manager VI,173934.28,0,0,30803.73,12801.79,9991.8
2013,Human Welfare & Neighborhood Development,Public Service Aide-Admin,6360.94,0,0,0,2242.76,492.46
2013,Human Welfare & Neighborhood Development,Public Svc Aide-Public Works,4117.04,0,90.26,0,1895.87,325.73
2013,Human Welfare & Neighborhood Development,Public Svc Aide-Public Works,27700.84,0,0,4294.06,12541.46,2199.91
2013,Public Protection,Deputy Probation Officer,92562.17,0,0,16322.99,12437.88,1467.33
2013,General Administration & Finance,"Head Atty, Civil & Criminal",193736.03,0,5125.23,38097.88,12918.24,10860.43
2013,Human Welfare & Neighborhood Development,Senior Collections Officer,68562.56,0,2959.63,13024.18,12475.41,5504.58
2013,"Public Works, Transportation & Commerce",Electrical Transit System Mech,82681.5,17395.39,10803.62,17696.62,12918.25,8445.93
2013,Community Health,Registered Nurse,90167.57,0,3191.42,20517.19,8178.39,2351.18
2013,Human Welfare & Neighborhood Development,Eligibility Worker,61012.03,1811.12,1540,12310.06,12918.24,5121.57
2013,Human Welfare & Neighborhood Development,Senior Eligibility Worker,73121.75,4481.14,1560,14675.62,12589.19,5892.24
2013,Culture & Recreation,Librarian 1,29481.6,0,424.86,5965.73,5325.97,2345.88
2013,"Public Works, Transportation & Commerce",Truck Driver,76430.92,3349.34,1004.75,14101.03,12752.52,6551.15
2013,"Public Works, Transportation & Commerce",General Laborer,59878.03,95,5331.37,11874.61,12801.79,5447.64
2013,"Public Works, Transportation & Commerce",Transit Operator,68482.01,7214.74,4311.5,19671.19,13874.25,6343.97
2013,Community Health,Special Nurse,60667.16,0,5634.19,0,5951.6,5133.05
2013,Community Health,Public Health Nurse,28446.4,0,0,6633.71,3349.17,2245.84
2013,Public Protection,"Manager VIII, MTA",0.94,0,25926.27,945.09,0.06,267.77
2013,Human Welfare & Neighborhood Development,Public Svc Aide-Public Works,10182.21,0,221.21,0,4825.29,805.43
2013,Community Health,Special Nurse,28043.67,0,1888.41,0,2751.15,2317.33
2013,"Public Works, Transportation & Commerce",Engineer,4410,0,0,797.77,1.38,348.4
2013,Community Health,Special Nurse,4247.25,0,1985.56,0,369.28,482.53
2013,Public Protection,"Counselor, Juvenile Hall",11352.01,1263.78,394.49,0,2513.38,1007.26
2013,"Public Works, Transportation & Commerce","Investigator,Taxi & Accesssvcs",21794.5,0,0,3968.77,3200.45,1677.28
2013,Public Protection,Deputy Sheriff,95378.84,5555.06,14881.02,21073.35,12918.24,1951.91
2013,"Public Works, Transportation & Commerce",Utility Specialist,9474.22,0,473.78,1800.39,989.81,791.9
2013,"Public Works, Transportation & Commerce",Transit Operator,65698.24,19744.05,932.21,17053.55,13697.61,6709.35
2013,"Public Works, Transportation & Commerce",Public Service Trainee,1603.6,0,0,0,909.06,124.15
2013,Community Health,Patient Care Assistant,53058.44,0,4147.29,10773.14,10022.11,4472.45
2013,Community Health,Registered Nurse,96157.05,19157.97,1602.64,19706.72,9537.76,9626.01
2013,Community Health,Special Nurse,21966.3,0,65.94,0,0,0.05
2013,"Public Works, Transportation & Commerce",Senior Water Services Clerk,68067,0,0,13375.02,12918.24,5125.78
2013,"Public Works, Transportation & Commerce",Transit Operator,66736.2,4757.2,2625.16,17755.68,13914.01,5611.26
2013,"Public Works, Transportation & Commerce",Truck Driver,62863.94,0,1619,12752.56,11174.82,5224.09
2013,Community Health,Nurse Manager,169104.01,0,975.04,30121.08,12801.79,10328.28
2013,"Public Works, Transportation & Commerce",General Laborer,54203.3,10236.18,376.37,12418.11,11722.12,5104.19
2013,"Public Works, Transportation & Commerce",PS Aide To Prof,22930.61,0,0,4748.92,7582.59,1818.86
2013,Culture & Recreation,Library Page,25736.22,0,340.5,5924.54,6788.06,2718.14
2013,Public Protection,"Sprv Prob Ofc, Juv Court",101004.5,0,1200,18478.5,12801.79,241.84
2013,Community Health,Nurse Midwife,13312.35,0,0,0,0,1051.68
2013,Culture & Recreation,Library Technical Assistant 1,43017.27,0,783.38,7976.09,8081.14,3634.99
2013,"Public Works, Transportation & Commerce",Administrative Engineer,142485.05,0,0,27295.58,12918.3,9893.4
2013,Community Health,Health Care Analyst,86270.96,0,0,16946.35,12806.41,7105.56
2013,"Public Works, Transportation & Commerce",Accountant III,8566.44,0,0,0,1146.79,663.22
2013,Community Health,Health Worker 1,49367.78,0,0,10224.11,12276.5,4138.21
2013,Community Health,Eligibility Worker,55704.04,0,1080,10340.32,12801.79,4577.63
2013,Community Health,Patient Care Assistant,66111.3,3823.5,3935.2,12152.94,12851.02,5887.16
2013,"Public Works, Transportation & Commerce",Electrical Transit System Mech,82674.91,7027.96,14804.85,17860.09,12918.25,8059.4
2013,Public Protection,Deputy Court Clerk II,73632.86,0,987.99,13518.9,12425.67,6149.31
2013,Public Protection,EMT/Paramedic/Firefighter,32268,3705.8,80.88,6825.72,5741.44,1239.49
2013,General Administration & Finance,Planner 2,3226,0,0,587.45,478.45,281.13
2013,Public Protection,Police Officer 3,118898.19,1320.08,8822.09,21201.99,12801.79,1309.36
2013,"Public Works, Transportation & Commerce","Area Sprv Parks, Squares & Fac",93935.2,0,0,18451.75,12918.25,16706.51
2013,Community Health,Registered Nurse,47947.31,431.47,7901.57,10174.67,5527.55,4888.32
2013,Public Protection,Deputy Sheriff,91214.9,27656.38,17933.03,21192.5,12801.8,2258.89
2013,Public Protection,Automotive Service Worker,64317.03,0,2849.3,13221.2,12918.24,5543.48
2013,Human Welfare & Neighborhood Development,Sr Environmental Spec,96096.44,0,0,17499.13,12801.85,7847.07
2013,"Public Works, Transportation & Commerce",Custodian,21478.4,0,1171.27,3899.88,0,1789.32
2013,"Public Works, Transportation & Commerce",Electronic Maintenance Tech,101476.8,20162.76,9313.94,18673.9,12851.03,10552.06
2013,"Public Works, Transportation & Commerce",Automotive Machinist,76730.53,8065.98,8327.06,16118.56,12372.69,7410
2013,"Public Works, Transportation & Commerce",Transit Power Line Worker,94490.95,45123.48,3730.96,17686.9,12753.6,9626.81
2013,General Administration & Finance,Electrician,91338.01,494.02,0,16632.72,12801.79,7689.55
2013,Public Protection,"Lieutenant, Fire Suppression",134667.48,7311.98,12015.16,27789.26,15645.43,2616.89
2013,Culture & Recreation,Recreation Leader,1012.5,0,81,0,276.96,84.66
2013,Community Health,IS Operator-Senior,36293,0,0,6626.86,6838.07,2950.42
2013,General Administration & Finance,Claims Investigator,102346.5,18974.23,8996.94,20499.51,12918.24,9622.7
2013,Community Health,Eligibility Worker,33747.96,4995.12,2022.69,6251.48,6826.94,3217.06
2013,Community Health,Medical Social Worker,77847.38,0,895.58,15496.29,11088.51,6368.93
2013,Community Health,Patient Care Assistant,9201.9,0,232.05,0,2732.69,730.38
2013,Community Health,Public Health Nurse,134028.01,0,5788.99,30219.35,12918.25,9792.81
2013,"Public Works, Transportation & Commerce",Transit Operator,57184.06,8916.48,3475.74,16507.14,11585.34,4488.29
2013,Public Protection,Victim/Witness Investigator 2,67964.98,0,0,12376.47,11754.26,5241.44
2013,Human Welfare & Neighborhood Development,Estate Investigator,79456,0,0,14469,12801.79,6369.44
2013,Public Protection,"Bdcomm Mbr, Grp5,M$100/Mo",1292.3,0,0,0,0,53.49
2013,Community Health,Special Nurse,14157.5,0,2021,0,1196.13,1252.55
2013,General Administration & Finance,Principal Clerk,77678.48,10962.1,0,14145.23,12559.3,7250.07
2013,Human Welfare & Neighborhood Development,Public Svc Aide-Public Works,5415.47,0,0,0,2470.02,419.26
2013,Culture & Recreation,Museum Guard,32063.4,0,7986.72,6252.54,6746.19,3278.73
2013,Community Health,"Marriage, Family & Child Cnslr",90416.34,0,3081.03,18376.16,12878.84,7711.48
2013,Community Health,Patient Care Assistant,44095.1,37.69,4686.43,10741.71,11536.71,3921.58
2013,"Public Works, Transportation & Commerce",Automotive Service Worker,64312.21,7225.7,16426.71,15038.87,12918.25,7186.54
2013,"Public Works, Transportation & Commerce",Sergeant 3,0,617.77,0,0,0,10.5
2013,Community Health,Special Nurse,9425.65,0,3515.87,3653.85,881.67,6529.16
2013,Culture & Recreation,Library Assistant,36128.45,0,785.5,7644.88,9250.51,3022.49
2013,Public Protection,Police Officer,8200.8,0,0,1452.37,1181.7,634.18
2013,Community Health,Diagnostic Imaging Tech III,120123.2,22877.88,72159.72,23588.21,12918.24,11075.21
2013,"Public Works, Transportation & Commerce",Utility Analyst,71887.83,0,0,13090.8,12801.79,5518.2
2013,Community Health,Senior Administrative Analyst,95654.02,0,0,17418.69,12801.79,8519.58
2013,Community Health,Medical Evaluations Assistant,55695.5,161.7,1210,10316.95,12801.8,4522.89
2013,"Public Works, Transportation & Commerce",Transit Operator,65912.88,2647.68,2358.05,17475.33,13742.36,5565.33
2013,Community Health,Nurse Practitioner,1606.26,0,2299.58,324.63,123.09,317.11
2013,Community Health,Special Nurse,26376,0,4566.34,22770.23,0,7394.77
2013,Public Protection,Court Reporter,5207.68,0,286.39,0,0,436.78
2013,Community Health,Health Worker 3,40529.82,0,329.85,7740.72,8829.8,3345.13
2013,Public Protection,Storekeeper,54694.8,0,614.4,10071.72,12604.84,4464.08
2013,General Administration & Finance,Payroll Clerk,64896,0,0,11817.52,12801.79,5437.82
2013,Human Welfare & Neighborhood Development,Senior Eligibility Worker,75033.02,5578.51,2048,15146.6,12918.24,6244.27
2013,General Administration & Finance,Animal Control Officer,16725.02,125.44,7883.49,3151.6,3692.83,2034.34
2013,Community Health,Special Nurse,38568.01,0,1562.8,1962.44,0,750.84
2013,Community Health,Medical Records Technician,69455.83,0,200,13651.6,12870.4,5658.89
2013,Human Welfare & Neighborhood Development,Protective Services Worker,89718.17,0,610.5,16448.91,12524.82,7116.45
2013,Public Protection,Court Computer Sys Manager,158261.53,0,0,30246.72,12918.24,14321.23
2013,Culture & Recreation,Custodian,16926.91,0,489.96,0,4966.85,1348.42
2013,"Public Works, Transportation & Commerce",Transit Operator,69272.53,20358.42,8336.75,20966.95,14034.42,7452.64
2013,Public Protection,Comm Pol Svcs Aide Supervisor,59133.12,52.71,5440.11,12421.34,11004.43,5217.13
2013,Community Health,Public Health Nurse,72813.36,0,16.94,13737.81,8858.17,5856.97
2013,General Administration & Finance,PS Aide To Prof,2233.5,0,0,0,738.57,172.92
2013,Human Welfare & Neighborhood Development,Public Svc Aide-Public Works,976.88,0,0,0,445.56,75.63
2013,Community Health,"Marriage, Family & Child Cnslr",86956.2,0,215,17137.43,12385.97,7213.83
2013,Public Protection,Community Police Services Aide,63612.75,0,3888.07,12016,12789.48,5628.79
2013,"Public Works, Transportation & Commerce",Transit Operator,30557.92,4198.84,302.7,8479.6,6190.95,2751.1
2013,Public Protection,Police Officer 3,123471.2,48666.74,15168.52,23489.64,12918.24,3164.72
2013,Community Health,Assistant Storekeeper,50596.02,1192.69,5122.05,11341.85,12801.79,4728.61
2013,"Public Works, Transportation & Commerce",Transit Operator,63807.17,16587.32,4499.49,17487.52,13303.34,6669.62
2013,"Public Works, Transportation & Commerce",Assoc Engineer,5071.8,0,0,1000.42,379.77,276.56
2013,"Public Works, Transportation & Commerce",Engineer,70312.5,0,0,14277.55,7176.81,5283.07
2013,Human Welfare & Neighborhood Development,Administrative Analyst,82384.79,0,0,15002.36,12857.18,6677.8
2013,Human Welfare & Neighborhood Development,Public Service Trainee,2775.5,0,0,0,1276.88,214.88
2013,Community Health,Manager I,114839.88,0,0,20338.17,12840.25,17661.06
2013,Community Health,Medical Social Worker,90693.05,0,648,17948.38,12918.24,7462.18
2013,Community Health,Nurse Manager,174356.01,0,31834.63,34127.37,12801.79,11032.45
2013,"Public Works, Transportation & Commerce",Transit Operator,47237.9,4349.17,1687.33,12522.28,9848.75,4187.71
2013,"Public Works, Transportation & Commerce",Transit Operator,69342.46,12781.68,1843.33,19225.64,14048.59,6347.53
2013,Public Protection,Police Officer 2,121068.01,2515.26,18242.36,23050.29,12918.24,2411.03
2013,Community Health,Registered Nurse,114898.15,0,25501.8,24890.06,11419.49,1474
2013,Community Health,Medical Evaluations Assistant,50551.91,0,569.81,7810.3,12655.09,4099.9
2013,General Administration & Finance,Asr Senior Office Specialist,72339.03,0,678.35,14305.23,12918.24,5521.9
2013,General Administration & Finance,Customer Service Agent Supv,78312.11,0,4218.71,14864.3,12801.79,6651.77
2013,"Public Works, Transportation & Commerce",Transit Planner 4,110193.84,0,9,19515.3,12801.8,8558.91
2013,Public Protection,Senior Deputy Sheriff,105740.73,21655.3,11050.34,21949.24,12918.25,2229.86
2013,General Administration & Finance,"Claims Investigator, Ca",100411.01,0,0,19772.21,12918.24,8023.17
2013,Public Protection,Police Officer,116478.01,0,1551.8,22196.68,12918.24,1892.19
2013,Community Health,Health Worker 3,51813,0,1933,10523.09,10226.94,3919.46
2013,Public Protection,Police Officer,14729.75,2869.75,582.45,2627.49,1661.77,308.98
2013,"Public Works, Transportation & Commerce",Electronic Maintenance Tech,104920.18,14936.25,17201.91,22832.24,12847.08,9750.86
2013,Public Protection,Sheriff's Sergeant,114654,8529.6,9543.04,23405.12,12918.24,2174.09
2013,General Administration & Finance,Customer Service Agent,64189.16,0,2193.21,12088.23,11881.66,5490.15
2013,"Public Works, Transportation & Commerce",Principal Water Services Clerk,74628.01,3524.16,0,14664.14,12918.24,6438.73
2013,Community Health,Senior Physician Specialist,203710.02,0,11486.76,41253.85,12918.24,11050.3
2013,"Public Works, Transportation & Commerce",General Laborer,56493.29,519.61,1484.9,10557.51,12029.38,4909.92
2013,"Public Works, Transportation & Commerce",Executive Secretary 1,69472,0,0,12650.83,12801.79,5577.08
2013,Community Health,Health Worker 2,59805,0,2088,12162.95,12918.24,5070.32
2013,Human Welfare & Neighborhood Development,IT Operations Support Admin V,45936,0,0,9563.84,5262.99,3786.37
2013,Human Welfare & Neighborhood Development,Human Services Technician,63720,0,1040,12726.4,12918.24,4944.61
2013,Community Health,Special Nurse,2171.75,0,62.04,134.01,0,0
2013,Human Welfare & Neighborhood Development,Senior Social Worker,77274.18,0,2228,15618.47,12918.24,5866.35
2013,Human Welfare & Neighborhood Development,Eligibility Worker,24189,0,0,5157.13,5262.99,2002.25
2013,Public Protection,Community Police Services Aide,63918.93,411.39,6904,12896.83,12851.03,5923.75
2013,"Public Works, Transportation & Commerce",Transit Operator,68478.46,11267.41,6607.39,20299.78,13873.54,6785.69
2013,"Public Works, Transportation & Commerce",Custodian,42000.94,0,5801.12,9397.36,11283,3724.73
2013,Public Protection,Sergeant 3,138740.05,9890.4,18660.02,24716.64,12863.33,2785.16
2013,Culture & Recreation,Recreation Leader,6813.55,0,155.47,0,2003.36,539.54
2013,Community Health,Special Nurse,3294.6,0,109.8,92.34,0,1045.89
2013,Culture & Recreation,Recreation Leader,4500.66,0,4.68,0,1842.05,355.64
2013,General Administration & Finance,Management Assistant,75452.02,0,0,13739.73,12801.79,5801.32
2013,Culture & Recreation,Recreation Leader,12992.58,0,568.17,2808.44,4742.18,1205.19
2013,General Administration & Finance,Claims Adjuster,113831.5,8516.64,0,21807.08,12918.24,9519.26
2013,General Administration & Finance,Testing Technician,15122.12,339.2,0,0,4115.96,1197.02
2013,Public Protection,Deputy Sheriff,81622.51,930.83,6396.4,17234.08,12851.02,1497.1
2013,"Public Works, Transportation & Commerce",Stdntdsgn Train2/Arch/Eng/Plng,1771.94,0,0,0,417.63,137.18
2013,General Administration & Finance,Senior Building Inspector,122408.02,0,6120.41,22762.47,12801.8,10084.95
2013,Public Protection,Community Police Services Aide,63865.36,4951.29,3305.71,12049,12840.26,5993.91
2013,General Administration & Finance,Senior Management Assistant,37927.81,0,5630.12,6906.69,5454.37,3490.57
2013,Public Protection,Police Officer 2,121887.66,4616.2,11447.41,23195.45,12918.24,2235.89
2013,"Public Works, Transportation & Commerce",General Laborer,62482.77,6067.72,1162.69,12510.94,12918.26,5731.91
2013,"Public Works, Transportation & Commerce",Steamfitter,97219.41,555.85,4740.59,20048.43,12746.31,8464.82
2013,Public Protection,Community Police Services Aide,63551.51,12595.29,3234.85,11887.53,12777.17,6566.72
2013,"Public Works, Transportation & Commerce",Automotive Service Worker,2845.2,0,0,514.7,0,224.76
2013,"Public Works, Transportation & Commerce",Transit Operator,17655.24,220.66,146.74,4588.44,5262.99,1392.39
2013,"Public Works, Transportation & Commerce",Senior Clerk Typist,18287.14,0,0,0,4917.62,1415.78
2013,General Administration & Finance,Public Service Trainee,7510.74,0,0,1555.51,3678.12,576.58
2013,Public Protection,Senior Clerk Typist,57876.41,4173.77,2706.99,10784.54,12801.79,5392.7
2013,Culture & Recreation,Apprentice Gardener,16787.16,0,10.8,0,6037.77,1300.49
2013,Community Health,Patient Care Assistant,52137.44,18461.06,3988.36,9551.98,12746.39,6113.83
2013,Community Health,Senior Physician Specialist,13024.25,0,0,0,886.29,1008.33
2013,Community Health,Health Care Billing Clerk 2,66846.03,0,700,12300.17,12801.79,5653.44
2013,General Administration & Finance,Senior Real Property Appraiser,51598.33,0,1600,9687.42,6671.7,4410.78
2013,Public Protection,Police Officer,238053.64,2504.16,3297.59,41204.79,12918.24,2748.85
2013,Community Health,Patient Care Assistant,68248.52,701.38,10035.48,14666.03,12891.33,6382.32
2013,Community Health,Registered Nurse,142425.01,0,17878.06,32637.49,12918.24,5635.79
2013,"Public Works, Transportation & Commerce",Engineering Associate 1,81294.03,0,0,15980.4,12918.24,6686.09
2013,Culture & Recreation,Public Service Trainee,13051.5,63,0,591.47,5737.73,1015.33
2013,Public Protection,Public Safetycomm Disp,84448,1076.1,15165.99,17332.39,12801.79,8351.86
2013,Public Protection,Da Investigative Assist,72254,0,0,13157.56,12801.79,5928.15
2013,General Administration & Finance,Apprentice Stationary Engineer,66705.51,1913.1,5188.89,14135.81,12918.24,6163.58
2013,Community Health,Registered Nurse,115548.06,2292.67,25875.45,19844.78,11484.08,390.98
2013,Community Health,Registered Nurse,101035.62,41.18,15883.47,22435.95,11534.53,9437.14
2013,Culture & Recreation,Apprentice Gardener,12667.62,327.69,177.51,0,4445.61,1019.84
2013,"Public Works, Transportation & Commerce",Transit Operator,67214.65,2284.01,966.14,18408.29,13617.5,4909.1
2013,"Public Works, Transportation & Commerce",Cement Mason,67303.44,2176.66,1070,12450.79,11989.34,5562.46
2013,Community Health,Patient Care Assistant,52565.4,326.27,6792.05,10228.74,12851.03,4859.48
2013,"Public Works, Transportation & Commerce",Housing Inspector,32766.6,0,0,6985.83,4641,2575
2013,Public Protection,Firefighter,111826.57,30385.24,3980.53,19878.6,15535.71,2475.65
2013,Public Protection,EMT/Paramedic/Firefighter,74643,10628.35,10992.43,16301.03,12918.24,1550.31
2013,Culture & Recreation,Swimming Instructor,2033,0,1.52,0,658.55,699.53
2013,Public Protection,Firefighter,112671.87,6411.33,17002.92,22252.6,15653.13,2239.63
2013,"Public Works, Transportation & Commerce",Cement Mason,71587.6,621.9,1980,13396.6,12752.54,6088.66
2013,Culture & Recreation,Public Service Trainee,2595.31,0,3.36,0,1471.25,201.2
2013,"Public Works, Transportation & Commerce",Sign Worker,66234.05,115.59,471.82,13115.15,12918.24,6003.36
2013,Public Protection,"Counselor, Juvenile Hall",7807.54,72.92,439.36,0,1867.95,644.1
2013,Public Protection,Lieutenant 3,165700.43,32515.33,23354.6,31602.75,12703.32,473.18
2013,Community Health,Registered Nurse,104125.17,105.07,28842.74,23621.62,11043.02,3938.22
2013,General Administration & Finance,Management Assistant,78354.03,0,648,15523.67,12918.24,6520.31
2013,General Administration & Finance,Senior Management Assistant,11461.19,0,0,0,2003.53,929.06
2013,Community Health,Special Nurse,3397.8,0,113.28,353.43,0,2009.14
2013,Human Welfare & Neighborhood Development,Senior Social Worker,74411.98,0,0,13550.39,12801.79,6235.87
2013,Public Protection,Deputy Sheriff,95394.42,1646.87,8481.07,19856.06,12918.24,1778.41
2013,General Administration & Finance,Clerk,52677.08,0,648,12058.29,12918.24,4406.29
